"© Statistisches Landesamt Baden-Württemberg";"Böblinger Straße 68";"70199 Stuttgart";"Telefon:";"+49 711 641-2833";"Telefax:";"+49 711 641-2440";"https://www.statistik-bw.de/";;;;
"Landesinformationssystem (LIS)";"Abruf aus der Struktur- und Regionaldatenbank (SRDB)";;;;

"BIBER-Nr.:";"01515020";;;;
"Web-Abruf der Tabellen:";"R= Kürzel der Regionaleinheit (Spalte 1) und AGS (Spalte 2) ohne »08«.";;;;
"Bsp. Regierungsbezirk Stuttgart:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=RB1";;;;
"Bsp. Aidlingen:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=GS115001";;;;

"Titel:";"Bevölkerung, Gemeindegebiet und Bevölkerungsdichte";;;;

"Stichtag:";"31.12.2015";"31.12.2016";"31.12.2017";"31.12.2018";
"Erstellungsdatum:";"20.10.2016";"09.01.2018";"Stand 29.03.2019";"Stand 22.07.2019";

"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=";;;;

"Bevölkerung:";"Ergebnisse der Bevölkerungsfortschreibung auf Basis Zensus 2011. Bei Städten und Gemeinden mit Landeserstaufnahmeeinrichtung für Flüchtlinge (LEA) kann es durch die hohe Zahl an Zu- und Fortzügen zu verfahrensbedingten Schwankungen in der amtlichen Bevölkerungsfortschreibung und der Ermittlung der amtlichen Einwohnerzahl kommen.";;;;
"Gemeindegebiet:";"Ohne die Flächen der gemeindefreien Gebiete Rheinau (Ortenaukreis) und Gutsbezirk Münsingen (Landkreis Reutlingen). Zum Berichtsjahr 2016 wurde die Flächenerhebung bundesweit auf die neue ALKIS-Nomenklatur umgestellt."
"Postleitzahl:";"Für jene Städte und Gemeinden, die über mehr als eine Postleitzahl verfügen, wurde diejenige übernommen, die dem Sitz (Hausanschrift) der Stadt-/Gemeindeverwaltung entspricht.";;;;

"Kürzel der Regionaleinheit";"Amtlicher Gemeindeschlüssel (AGS)";"Postleitzahl";"Regionalname";"Stichtag";"Bevölkerung insgesamt";"Gemeindegebiet ha";"Bevölkerungsdichte EW/km²"
"GS";"08126060";"74676";"Niedernhall, Stadt";"31.12.2015";4002;1771;226
"GS";"08126066";"74613";"Öhringen, Stadt";"31.12.2015";23489;6778;347
"GS";"08126069";"74629";"Pfedelbach";"31.12.2015";9156;4130;222
"GS";"08126072";"74214";"Schöntal";"31.12.2015";5562;8165;68
"GS";"08126085";"74638";"Waldenburg, Stadt";"31.12.2015";3046;3155;97
"GS";"08126086";"74679";"Weißbach";"31.12.2015";2039;1277;160
"GS";"08126094";"74639";"Zweiflingen";"31.12.2015";1673;3210;52
"GS";"08127008";"74572";"Blaufelden";"31.12.2015";5217;9018;58
"GS";"08127009";"74542";"Braunsbach";"31.12.2015";2518;5285;48
"GS";"08127012";"74424";"Bühlertann";"31.12.2015";2995;2359;127
"GS";"08127013";"74426";"Bühlerzell";"31.12.2015";2016;4931;41
"GS";"08127014";"74564";"Crailsheim, Stadt";"31.12.2015";33768;10908;310
"GS";"08127023";"74427";"Fichtenberg";"31.12.2015";2875;2419;119
"GS";"08127025";"74405";"Gaildorf, Stadt";"31.12.2015";12072;6257;193
"GS";"08127032";"74582";"Gerabronn, Stadt";"31.12.2015";4223;4039;105
"GS";"08127043";"74532";"Ilshofen, Stadt";"31.12.2015";6415;5487;117
"GS";"08127046";"74592";"Kirchberg an der Jagst, Stadt";"31.12.2015";4293;4093;105
"GS";"08127047";"74595";"Langenburg, Stadt";"31.12.2015";1790;3140;57
"GS";"08127052";"74535";"Mainhardt";"31.12.2015";5880;5869;100
"GS";"08127056";"74544";"Michelbach an der Bilz";"31.12.2015";3406;1768;193
"GS";"08127059";"74545";"Michelfeld";"31.12.2015";3717;3522;106
"GS";"08127062";"74420";"Oberrot";"31.12.2015";3562;3792;94
"GS";"08127063";"74423";"Obersontheim";"31.12.2015";4769;5483;87
"GS";"08127071";"74585";"Rot am See";"31.12.2015";5305;7481;71
"GS";"08127073";"74589";"Satteldorf";"31.12.2015";5330;4621;115
"GS";"08127075";"74575";"Schrozberg, Stadt";"31.12.2015";5651;10521;54
"GS";"08127076";"74523";"Schwäbisch Hall, Stadt";"31.12.2015";38827;10423;373
"GS";"08127079";"74429";"Sulzbach-Laufen";"31.12.2015";2520;4395;57
"GS";"08127086";"74547";"Untermünkheim";"31.12.2015";2938;2714;108
"GS";"08127089";"74541";"Vellberg, Stadt";"31.12.2015";4302;3188;135
"GS";"08127091";"74599";"Wallhausen";"31.12.2015";3618;2547;142
"GS";"08127099";"74549";"Wolpertshausen";"31.12.2015";2100;2742;77
"GS";"08127100";"74538";"Rosengarten";"31.12.2015";5107;3101;165
"GS";"08127101";"74594";"Kreßberg";"31.12.2015";3889;4845;80
"GS";"08127102";"74579";"Fichtenau";"31.12.2015";4595;3128;147
"GS";"08127103";"74586";"Frankenhardt";"31.12.2015";4821;6987;69
"GS";"08127104";"74597";"Stimpfach";"31.12.2015";3095;3335;93
"GS";"08128006";"97959";"Assamstadt";"31.12.2015";2246;1720;131
"GS";"08128007";"97980";"Bad Mergentheim, Stadt";"31.12.2015";23064;12997;177
"GS";"08128014";"97944";"Boxberg, Stadt";"31.12.2015";6630;10181;65
"GS";"08128020";"97993";"Creglingen, Stadt";"31.12.2015";4731;11722;40
"GS";"08128039";"97896";"Freudenberg, Stadt";"31.12.2015";3800;3478;109
"GS";"08128045";"97950";"Großrinderfeld";"31.12.2015";3920;5628;70
"GS";"08128047";"97947";"Grünsfeld, Stadt";"31.12.2015";3603;4472;81
"GS";"08128058";"97999";"Igersheim";"31.12.2015";5543;4283;129
"GS";"08128061";"97953";"Königheim";"31.12.2015";3035;6123;50
"GS";"08128064";"97900";"Külsheim, Stadt";"31.12.2015";5187;8146;64
"GS";"08128082";"97996";"Niederstetten, Stadt";"31.12.2015";4822;10406;46
"GS";"08128115";"97941";"Tauberbischofsheim, Stadt";"31.12.2015";13201;6932;190
"GS";"08128126";"97990";"Weikersheim, Stadt";"31.12.2015";7324;8092;91
"GS";"08128128";"97956";"Werbach";"31.12.2015";3264;4318;76
"GS";"08128131";"97877";"Wertheim, Stadt";"31.12.2015";23405;13863;169
"GS";"08128137";"97957";"Wittighausen";"31.12.2015";1647;3236;51
"GS";"08128138";"74744";"Ahorn";"31.12.2015";2186;5396;41
"GS";"08128139";"97922";"Lauda-Königshofen, Stadt";"31.12.2015";14573;9447;154
"GS";"08135010";"89561";"Dischingen";"31.12.2015";4352;7806;56
"GS";"08135015";"89547";"Gerstetten";"31.12.2015";11664;9243;126
"GS";"08135016";"89537";"Giengen an der Brenz, Stadt";"31.12.2015";19342;4407;439
"GS";"08135019";"89522";"Heidenheim an der Brenz, Stadt";"31.12.2015";48048;10710;449
"GS";"08135020";"89542";"Herbrechtingen, Stadt";"31.12.2015";12915;5863;220
"GS";"08135021";"89568";"Hermaringen";"31.12.2015";2162;1525;142
"GS";"08135025";"89551";"Königsbronn";"31.12.2015";7142;4546;157
"GS";"08135026";"89564";"Nattheim";"31.12.2015";6241;4499;139
"GS";"08135027";"89168";"Niederstotzingen, Stadt";"31.12.2015";4611;2981;155
"GS";"08135031";"89567";"Sontheim an der Brenz";"31.12.2015";5412;2892;187
"GS";"08135032";"89555";"Steinheim am Albuch";"31.12.2015";8638;8242;105
"GS";"08136002";"73453";"Abtsgmünd";"31.12.2015";7293;7160;102
"GS";"08136003";"73486";"Adelmannsfelden";"31.12.2015";1714;2290;75
"GS";"08136007";"73566";"Bartholomä";"31.12.2015";2033;2075;98
"GS";"08136009";"73560";"Böbingen an der Rems";"31.12.2015";4513;1222;369
"GS";"08136010";"73441";"Bopfingen, Stadt";"31.12.2015";11822;7698;154
"GS";"08136015";"73568";"Durlangen";"31.12.2015";2936;1043;281
"GS";"08136018";"73488";"Ellenberg";"31.12.2015";1692;3020;56
"GS";"08136019";"73479";"Ellwangen (Jagst), Stadt";"31.12.2015";26574;12740;209
"GS";"08136020";"73569";"Eschach";"31.12.2015";1752;2027;86
"GS";"08136021";"73457";"Essingen";"31.12.2015";6407;5850;110
"GS";"08136024";"73571";"Göggingen";"31.12.2015";2460;1138;216
"GS";"08136027";"74417";"Gschwend";"31.12.2015";4966;5450;91
"GS";"08136028";"73540";"Heubach, Stadt";"31.12.2015";9744;2581;378
"GS";"08136029";"73572";"Heuchlingen";"31.12.2015";1814;904;201
"GS";"08136033";"73460";"Hüttlingen";"31.12.2015";6030;1871;322
"GS";"08136034";"73574";"Iggingen";"31.12.2015";2554;1142;224
"GS";"08136035";"73489";"Jagstzell";"31.12.2015";2318;3797;61
"GS";"08136037";"73467";"Kirchheim am Ries";"31.12.2015";1896;2105;90
"GS";"08136038";"73466";"Lauchheim, Stadt";"31.12.2015";4727;4086;116
"GS";"08136040";"73575";"Leinzell";"31.12.2015";2005;211;949
"GS";"08136042";"73547";"Lorch, Stadt";"31.12.2015";10800;3428;315
"GS";"08136043";"73563";"Mögglingen";"31.12.2015";4173;1027;406
"GS";"08136044";"73557";"Mutlangen";"31.12.2015";6588;878;750
"GS";"08136045";"73450";"Neresheim, Stadt";"31.12.2015";7935;11852;67
"GS";"08136046";"73491";"Neuler";"31.12.2015";3166;3627;87
"GS";"08136049";"73569";"Obergröningen";"31.12.2015";451;586;77
"GS";"08136050";"73447";"Oberkochen, Stadt";"31.12.2015";7761;2357;329
"GS";"08136060";"73494";"Rosenberg";"31.12.2015";2633;4102;64
"GS";"08136061";"73577";"Ruppertshofen";"31.12.2015";1823;1422;128
"GS";"08136062";"73579";"Schechingen";"31.12.2015";2285;1187;192
"GS";"08136065";"73525";"Schwäbisch Gmünd, Stadt";"31.12.2015";59840;11378;526
"GS";"08136066";"73565";"Spraitbach";"31.12.2015";3302;1239;267
"GS";"08136068";"73495";"Stödtlen";"31.12.2015";1872;3119;60
"GS";"08136070";"73527";"Täferrot";"31.12.2015";984;1200;82
"GS";"08136071";"73497";"Tannhausen";"31.12.2015";1843;1774;104
"GS";"08136075";"73485";"Unterschneidheim";"31.12.2015";4557;6807;67
"GS";"08136079";"73550";"Waldstetten";"31.12.2015";7102;2095;339
"GS";"08136082";"73463";"Westhausen";"31.12.2015";6007;3846;156
"GS";"08136084";"73499";"Wört";"31.12.2015";1369;1817;75
"GS";"08136087";"73469";"Riesbürg";"31.12.2015";2309;1796;129
"GS";"08136088";"73430";"Aalen, Stadt";"31.12.2015";67344;14663;459
"GS";"08136089";"73492";"Rainau";"31.12.2015";3256;2544;128
"GS";"08211000";"76530";"Baden-Baden, Stadt";"31.12.2015";54160;14021;386
"GS";"08212000";"76124";"Karlsruhe, Stadt";"31.12.2015";307755;17346;1774
"GS";"08215007";"75015";"Bretten, Stadt";"31.12.2015";28826;7111;405
"GS";"08215009";"76646";"Bruchsal, Stadt";"31.12.2015";44104;9303;474
"GS";"08215017";"76275";"Ettlingen, Stadt";"31.12.2015";38982;5674;687
"GS";"08215021";"76694";"Forst";"31.12.2015";7980;1146;696
"GS";"08215025";"75053";"Gondelsheim";"31.12.2015";3722;1486;250
"GS";"08215029";"76707";"Hambrücken";"31.12.2015";5504;1097;502
"GS";"08215039";"76709";"Kronau";"31.12.2015";5648;1091;518
"GS";"08215040";"75057";"Kürnbach";"31.12.2015";2330;1267;184
"GS";"08215046";"76316";"Malsch";"31.12.2015";14103;5124;275
"GS";"08215047";"76359";"Marxzell";"31.12.2015";5088;3492;146
"GS";"08215059";"75038";"Oberderdingen";"31.12.2015";10540;3357;314
"GS";"08215064";"76684";"Östringen, Stadt";"31.12.2015";12627;5323;237
"GS";"08215066";"76661";"Philippsburg, Stadt";"31.12.2015";12680;5056;251
"GS";"08215082";"75056";"Sulzfeld";"31.12.2015";4741;1876;253
"GS";"08215084";"76698";"Ubstadt-Weiher";"31.12.2015";13057;3650;358
"GS";"08215089";"75045";"Walzbachtal";"31.12.2015";9642;3669;263
"GS";"08215090";"76356";"Weingarten (Baden)";"31.12.2015";10084;2940;343
"GS";"08215094";"75059";"Zaisenhausen";"31.12.2015";1686;1010;167
"GS";"08215096";"76307";"Karlsbad";"31.12.2015";15807;3802;416
"GS";"08215097";"76703";"Kraichtal, Stadt";"31.12.2015";14806;8056;184
"GS";"08215099";"76676";"Graben-Neudorf";"31.12.2015";11778;2880;409
"GS";"08215100";"76669";"Bad Schönborn";"31.12.2015";12896;2411;535
"GS";"08215101";"76327";"Pfinztal";"31.12.2015";17914;3105;577
"GS";"08215102";"76344";"Eggenstein-Leopoldshafen";"31.12.2015";15919;2609;610
"GS";"08215103";"76689";"Karlsdorf-Neuthard";"31.12.2015";10176;1401;726
"GS";"08215105";"76351";"Linkenheim-Hochstetten";"31.12.2015";11855;2360;502
"GS";"08215106";"68753";"Waghäusel, Stadt";"31.12.2015";20629;4284;482
"GS";"08215107";"68794";"Oberhausen-Rheinhausen";"31.12.2015";9409;1895;496
"GS";"08215108";"76287";"Rheinstetten, Stadt";"31.12.2015";20330;3229;630
"GS";"08215109";"76297";"Stutensee, Stadt";"31.12.2015";24063;4568;527
"GS";"08215110";"76337";"Waldbronn";"31.12.2015";12421;1135;1094
"GS";"08215111";"76706";"Dettenheim";"31.12.2015";6494;3089;210
"GS";"08216002";"76474";"Au am Rhein";"31.12.2015";3295;1329;248
"GS";"08216005";"76467";"Bietigheim";"31.12.2015";6324;1390;455
"GS";"08216006";"76476";"Bischweier";"31.12.2015";3031;459;660
"GS";"08216007";"77815";"Bühl, Stadt";"31.12.2015";28882;7320;395
"GS";"08216008";"77830";"Bühlertal";"31.12.2015";8085;1768;457
"GS";"08216009";"76448";"Durmersheim";"31.12.2015";12199;2615;466
"GS";"08216012";"76477";"Elchesheim-Illingen";"31.12.2015";3208;1014;316
"GS";"08216013";"76596";"Forbach";"31.12.2015";4895;13182;37
"GS";"08216015";"76571";"Gaggenau, Stadt";"31.12.2015";29032;6505;446
"GS";"08216017";"76593";"Gernsbach, Stadt";"31.12.2015";14085;8209;172
"GS";"08216022";"76549";"Hügelsheim";"31.12.2015";5153;1491;346
"GS";"08216023";"76473";"Iffezheim";"31.12.2015";4927;1992;247
"GS";"08216024";"76456";"Kuppenheim, Stadt";"31.12.2015";8209;1808;454
"GS";"08216028";"77839";"Lichtenau, Stadt";"31.12.2015";4973;2763;180
"GS";"08216029";"76597";"Loffenau";"31.12.2015";2513;1707;147
"GS";"08216033";"76461";"Muggensturm";"31.12.2015";6179;1155;535
"GS";"08216039";"76470";"Ötigheim";"31.12.2015";4651;1097;424
"GS";"08216041";"77833";"Ottersweier";"31.12.2015";6280;2922;215
"GS";"08216043";"76437";"Rastatt, Stadt";"31.12.2015";48051;5902;814
"GS";"08216049";"76547";"Sinzheim";"31.12.2015";11119;2850;390
"GS";"08216052";"76479";"Steinmauern";"31.12.2015";3076;1240;248
"GS";"08216059";"76599";"Weisenbach";"31.12.2015";2482;907;274
"GS";"08216063";"77836";"Rheinmünster";"31.12.2015";6825;4250;161
"GS";"08221000";"69117";"Heidelberg, Stadt";"31.12.2015";156267;10884;1436
"GS";"08222000";"68159";"Mannheim, Universitätsstadt";"31.12.2015";305780;14496;2109
"GS";"08225001";"74740";"Adelsheim, Stadt";"31.12.2015";5016;4384;114
"GS";"08225002";"74858";"Aglasterhausen";"31.12.2015";4819;2285;211
"GS";"08225009";"74842";"Billigheim";"31.12.2015";5900;4895;121
"GS";"08225010";"74862";"Binau";"31.12.2015";1370;483;283
"GS";"08225014";"74722";"Buchen (Odenwald), Stadt";"31.12.2015";17704;13899;127
"GS";"08225024";"74864";"Fahrenbach";"31.12.2015";2747;1642;167
"GS";"08225032";"74736";"Hardheim";"31.12.2015";6936;8702;80
"GS";"08225033";"74855";"Haßmersheim";"31.12.2015";4877;1915;255
"GS";"08225039";"74746";"Höpfingen";"31.12.2015";2993;3049;98
"GS";"08225042";"74928";"Hüffenhardt";"31.12.2015";2046;1762;116
"GS";"08225052";"74838";"Limbach";"31.12.2015";4442;4361;102
"GS";"08225058";"74821";"Mosbach, Stadt";"31.12.2015";23000;6223;370
"GS";"08225060";"69427";"Mudau";"31.12.2015";4880;10755;45
"GS";"08225064";"69437";"Neckargerach";"31.12.2015";2315;1531;151
"GS";"08225067";"74865";"Neckarzimmern";"31.12.2015";1499;818;183
"GS";"08225068";"74867";"Neunkirchen";"31.12.2015";1802;1595;113
"GS";"08225074";"74847";"Obrigheim";"31.12.2015";5324;2427;219
"GS";"08225075";"74706";"Osterburken, Stadt";"31.12.2015";6544;4732;138
"GS";"08225082";"74749";"Rosenberg";"31.12.2015";2118;4097;52
"GS";"08225091";"74743";"Seckach";"31.12.2015";4156;2785;149
"GS";"08225109";"74731";"Walldürn, Stadt";"31.12.2015";11506;10588;109
"GS";"08225113";"69439";"Zwingenberg";"31.12.2015";702;470;149
"GS";"08225114";"74747";"Ravenstein, Stadt";"31.12.2015";2825;5597;50
"GS";"08225115";"74850";"Schefflenz";"31.12.2015";3955;3697;107
"GS";"08225116";"74869";"Schwarzach";"31.12.2015";2863;837;342
"GS";"08225117";"74834";"Elztal";"31.12.2015";5895;4663;126
"GS";"08225118";"69429";"Waldbrunn";"31.12.2015";4702;4432;106
"GS";"08226003";"68804";"Altlußheim";"31.12.2015";5708;1596;358
"GS";"08226006";"69245";"Bammental";"31.12.2015";6426;1216;528
"GS";"08226009";"68782";"Brühl";"31.12.2015";13941;1019;1368
"GS";"08226010";"69234";"Dielheim";"31.12.2015";8853;2267;391
"GS";"08226012";"69221";"Dossenheim";"31.12.2015";12504;1416;883
"GS";"08226013";"69412";"Eberbach, Stadt";"31.12.2015";14751;8117;182
"GS";"08226017";"74925";"Epfenbach";"31.12.2015";2429;1297;187
"GS";"08226018";"69214";"Eppelheim, Stadt";"31.12.2015";15177;570;2664
"GS";"08226020";"74927";"Eschelbronn";"31.12.2015";2645;824;321
"GS";"08226022";"69251";"Gaiberg";"31.12.2015";2380;415;574
"GS";"08226027";"69434";"Heddesbach";"31.12.2015";475;821;58
"GS";"08226028";"68542";"Heddesheim";"31.12.2015";11199;1471;762
"GS";"08226029";"69253";"Heiligkreuzsteinach";"31.12.2015";2592;1961;132
"GS";"08226031";"69502";"Hemsbach, Stadt";"31.12.2015";12050;1286;937
"GS";"08226032";"68766";"Hockenheim, Stadt";"31.12.2015";21130;3484;606
"GS";"08226036";"68549";"Ilvesheim";"31.12.2015";9100;589;1544
"GS";"08226037";"68775";"Ketsch";"31.12.2015";12555;1652;760
"GS";"08226038";"68526";"Ladenburg, Stadt";"31.12.2015";11420;1900;601
"GS";"08226040";"69514";"Laudenbach";"31.12.2015";6097;1029;593
"GS";"08226041";"69181";"Leimen, Stadt";"31.12.2015";26910;2064;1304
"GS";"08226046";"69254";"Malsch";"31.12.2015";3443;677;509
"GS";"08226048";"69256";"Mauer";"31.12.2015";3949;630;627
"GS";"08226049";"74909";"Meckesheim";"31.12.2015";5044;1633;309
"GS";"08226054";"69242";"Mühlhausen";"31.12.2015";8451;1531;552
"GS";"08226055";"74924";"Neckarbischofsheim, Stadt";"31.12.2015";3983;2641;151
"GS";"08226056";"69151";"Neckargemünd, Stadt";"31.12.2015";13369;2615;511
"GS";"08226058";"74933";"Neidenstein";"31.12.2015";1779;648;274
"GS";"08226059";"68809";"Neulußheim";"31.12.2015";6783;338;2004
"GS";"08226060";"69226";"Nußloch";"31.12.2015";10910;1359;803
"GS";"08226062";"68723";"Oftersheim";"31.12.2015";12010;1278;940
"GS";"08226063";"68723";"Plankstadt";"31.12.2015";10176;839;1212
"GS";"08226065";"69231";"Rauenberg, Stadt";"31.12.2015";8593;1112;773
"GS";"08226066";"74934";"Reichartshausen";"31.12.2015";2085;1000;209
"GS";"08226068";"68799";"Reilingen";"31.12.2015";7437;1635;455
"GS";"08226076";"69207";"Sandhausen";"31.12.2015";14902;1455;1024
"GS";"08226080";"69250";"Schönau, Stadt";"31.12.2015";4370;2249;194
"GS";"08226081";"69436";"Schönbrunn";"31.12.2015";2842;3448;82
"GS";"08226082";"69198";"Schriesheim, Stadt";"31.12.2015";14901;3162;471
"GS";"08226084";"68723";"Schwetzingen, Stadt";"31.12.2015";22335;2163;1033
"GS";"08226085";"74889";"Sinsheim, Stadt";"31.12.2015";35175;12701;277
"GS";"08226086";"74937";"Spechbach";"31.12.2015";1799;852;211
"GS";"08226091";"74915";"Waibstadt, Stadt";"31.12.2015";5735;2557;224
"GS";"08226095";"69190";"Walldorf, Stadt";"31.12.2015";15559;1991;782
"GS";"08226096";"69469";"Weinheim, Stadt";"31.12.2015";44797;5811;771
"GS";"08226097";"69257";"Wiesenbach";"31.12.2015";3093;1113;278
"GS";"08226098";"69168";"Wiesloch, Stadt";"31.12.2015";26426;3026;873
"GS";"08226099";"69259";"Wilhelmsfeld";"31.12.2015";3197;475;672
"GS";"08226101";"74939";"Zuzenhausen";"31.12.2015";2153;1164;185
"GS";"08226102";"74918";"Angelbachtal";"31.12.2015";4929;1792;275
"GS";"08226103";"68789";"St. Leon-Rot";"31.12.2015";13560;2556;530
"GS";"08226104";"74931";"Lobbach";"31.12.2015";2364;1491;159
"GS";"08226105";"68535";"Edingen-Neckarhausen";"31.12.2015";13959;1204;1159
"GS";"08226106";"74921";"Helmstadt-Bargen";"31.12.2015";3762;2795;135
"GS";"08226107";"69493";"Hirschberg an der Bergstraße";"31.12.2015";9647;1235;781
"GS";"08231000";"75175";"Pforzheim, Stadt";"31.12.2015";122247;9800;1247
"GS";"08235006";"72213";"Altensteig, Stadt";"31.12.2015";10300;5322;194
"GS";"08235007";"75382";"Althengstett";"31.12.2015";7867;1916;411
"GS";"08235008";"75378";"Bad Liebenzell, Stadt";"31.12.2015";9298;3380;275
"GS";"08235018";"75335";"Dobel";"31.12.2015";2197;1843;119
"GS";"08235020";"72224";"Ebhausen";"31.12.2015";4765;2456;194
"GS";"08235022";"72227";"Egenhausen";"31.12.2015";1997;1001;199
"GS";"08235025";"75337";"Enzklösterle";"31.12.2015";1171;2020;58
"GS";"08235029";"75391";"Gechingen";"31.12.2015";3755;1468;256
"GS";"08235032";"72221";"Haiterbach, Stadt";"31.12.2015";5778;2892;200
"GS";"08235033";"76332";"Bad Herrenalb, Stadt";"31.12.2015";7641;3303;231
"GS";"08235035";"75339";"Höfen an der Enz";"31.12.2015";1725;908;190
"GS";"08235046";"72202";"Nagold, Stadt";"31.12.2015";21687;6309;344
"GS";"08235047";"75387";"Neubulach, Stadt";"31.12.2015";5517;2469;223
"GS";"08235050";"75389";"Neuweiler";"31.12.2015";3107;5130;61
"GS";"08235055";"75394";"Oberreichenbach";"31.12.2015";2757;3599;77
"GS";"08235057";"75395";"Ostelsheim";"31.12.2015";2375;923;257
"GS";"08235060";"72229";"Rohrdorf";"31.12.2015";1929;393;491
"GS";"08235065";"75328";"Schömberg";"31.12.2015";8097;3722;218
"GS";"08235066";"72226";"Simmersfeld";"31.12.2015";2093;4418;47
"GS";"08235067";"75397";"Simmozheim";"31.12.2015";2894;950;304
"GS";"08235073";"75399";"Unterreichenbach";"31.12.2015";2333;630;370
"GS";"08235079";"75323";"Bad Wildbad, Stadt";"31.12.2015";9876;10527;94
"GS";"08235080";"72218";"Wildberg, Stadt";"31.12.2015";9895;5668;175
"GS";"08235084";"75385";"Bad Teinach-Zavelstein, Stadt";"31.12.2015";3073;2518;122
"GS";"08235085";"75365";"Calw, Stadt";"31.12.2015";23232;5988;388
"GS";"08236004";"75217";"Birkenfeld";"31.12.2015";10224;1904;537
"GS";"08236011";"75239";"Eisingen";"31.12.2015";4674;804;582
"GS";"08236013";"75331";"Engelsbrand";"31.12.2015";4339;1519;286
"GS";"08236019";"71292";"Friolzheim";"31.12.2015";3948;854;462
"GS";"08236025";"71296";"Heimsheim, Stadt";"31.12.2015";5061;1430;354
"GS";"08236028";"75428";"Illingen";"31.12.2015";7420;2936;253
"GS";"08236030";"75228";"Ispringen";"31.12.2015";6072;821;739
"GS";"08236031";"75249";"Kieselbronn";"31.12.2015";2965;863;344
"GS";"08236033";"75438";"Knittlingen, Stadt";"31.12.2015";7903;2633;300
"GS";"08236038";"75433";"Maulbronn, Stadt";"31.12.2015";6463;2544;254
"GS";"08236039";"71297";"Mönsheim";"31.12.2015";2783;1678;166
"GS";"08236040";"75417";"Mühlacker, Stadt";"31.12.2015";25649;5432;472
"GS";"08236043";"75305";"Neuenbürg, Stadt";"31.12.2015";7903;2817;281
"GS";"08236044";"75242";"Neuhausen";"31.12.2015";5228;2976;176
"GS";"08236046";"75223";"Niefern-Öschelbronn";"31.12.2015";11986;2202;544
"GS";"08236050";"75443";"Ötisheim";"31.12.2015";4736;1426;332
"GS";"08236061";"75447";"Sternenfels";"31.12.2015";2724;1731;157
"GS";"08236062";"75233";"Tiefenbronn";"31.12.2015";5116;1479;346
"GS";"08236065";"75446";"Wiernsheim";"31.12.2015";6682;2462;271
"GS";"08236067";"71299";"Wimsheim";"31.12.2015";2815;806;349
"GS";"08236068";"75449";"Wurmberg";"31.12.2015";3105;735;422
"GS";"08236070";"75210";"Keltern";"31.12.2015";9211;2983;309
"GS";"08236071";"75196";"Remchingen";"31.12.2015";11748;2406;488
"GS";"08236072";"75334";"Straubenhardt";"31.12.2015";10938;3308;331
"GS";"08236073";"75245";"Neulingen";"31.12.2015";6815;2319;294
"GS";"08236074";"75236";"Kämpfelbach";"31.12.2015";6273;1364;460
"GS";"08236075";"75248";"Ölbronn-Dürrn";"31.12.2015";3395;1564;217
"GS";"08236076";"75203";"Königsbach-Stein";"31.12.2015";9890;3372;293
"GS";"08237002";"72275";"Alpirsbach, Stadt";"31.12.2015";6337;6455;98
"GS";"08237004";"72270";"Baiersbronn";"31.12.2015";14667;18969;77
"GS";"08237019";"72280";"Dornstetten, Stadt";"31.12.2015";7992;2421;330
"GS";"08237024";"72186";"Empfingen";"31.12.2015";3979;1829;218
"GS";"08237027";"72184";"Eutingen im Gäu";"31.12.2015";5568;3282;170
"GS";"08237028";"72250";"Freudenstadt, Stadt";"31.12.2015";22579;8758;258
"GS";"08237030";"72293";"Glatten";"31.12.2015";2343;1552;151
"GS";"08237032";"72294";"Grömbach";"31.12.2015";612;1218;50
"GS";"08237040";"72160";"Horb am Neckar, Stadt";"31.12.2015";24665;11983;206
"GS";"08237045";"72290";"Loßburg";"31.12.2015";7446;7926;94
"GS";"08237054";"72285";"Pfalzgrafenweiler";"31.12.2015";7101;4472;159
"GS";"08237061";"72296";"Schopfloch";"31.12.2015";2599;1703;153
"GS";"08237072";"72299";"Wörnersberg";"31.12.2015";238;348;68
"GS";"08237073";"72297";"Seewald";"31.12.2015";2151;5850;37
"GS";"08237074";"72178";"Waldachtal";"31.12.2015";5835;2987;195
"GS";"08237075";"77776";"Bad Rippoldsau-Schapbach";"31.12.2015";2121;7314;29
"GS";"08311000";"79098";"Freiburg im Breisgau, Stadt";"31.12.2015";226393;15306;1479
"GS";"08315003";"79280";"Au";"31.12.2015";1402;399;351
"GS";"08315004";"79424";"Auggen";"31.12.2015";2681;1415;189
"GS";"08315006";"79189";"Bad Krozingen, Stadt";"31.12.2015";18692;3566;524
"GS";"08315007";"79410";"Badenweiler";"31.12.2015";4165;1302;320
"GS";"08315008";"79282";"Ballrechten-Dottingen";"31.12.2015";2379;662;359
"GS";"08315013";"79268";"Bötzingen";"31.12.2015";5325;1299;410
"GS";"08315014";"79283";"Bollschweil";"31.12.2015";2337;1642;142
"GS";"08315015";"79206";"Breisach am Rhein, Stadt";"31.12.2015";15315;5461;280
"GS";"08315016";"79874";"Breitnau";"31.12.2015";1729;3990;43
"GS";"08315020";"79256";"Buchenbach";"31.12.2015";3081;3899;79
"GS";"08315022";"79426";"Buggingen";"31.12.2015";4091;1532;267
"GS";"08315028";"79285";"Ebringen";"31.12.2015";2802;818;343
